260,260,0,25
260,260,0,25
261,261,1,26
261,261,2,27
262,262,2,27
262,262,3,28
263,263,4,29
263,263,5,30
264,264,5,30
265,265,6,31
265,265,7,32
266,266,7,32
266,266,8,33
267,267,9,34
267,267,10,35
268,268,10,35
269,269,11,36
269,269,12,37
270,270,12,37
270,270,13,38
271,271,14,39
271,271,15,40
272,272,15,40
272,272,16,41
273,273,17,42
274,274,18,43
274,274,18,43
275,275,19,44
275,275,20,45
276,276,20,45
276,276,21,46
277,277,22,47
277,277,23,48
278,278,23,48
278,278,24,49
279,279,25,50
279,279,25,50
280,280,26,51
281,281,27,52
281,281,28,53
282,282,28,53
282,282,29,54
283,283,30,55
283,283,30,55
284,284,31,56
284,284,32,57
285,285,33,58
285,285,33,58
286,286,34,59
286,286,35,60
287,287,36,61
287,287,36,61
288,288,37,62
288,288,38,63
289,289,38,63
289,289,39,64
290,290,40,65
290,290,41,66
291,291,41,66
291,291,42,67
292,292,43,68
292,292,43,68
293,293,44,69
293,293,45,70
294,294,46,71
294,294,46,71
294,294,47,72
295,295,48,73
295,295,48,73
296,296,49,74
296,296,50,75
297,297,51,76
297,297,51,76
298,298,52,77
298,298,53,78
298,298,54,79
299,299,54,79
299,299,55,80
300,300,56,81
300,300,56,81
301,301,57,82
301,301,58,83
301,301,59,84
302,302,59,84
302,302,60,85
303,303,61,86
303,303,61,86
303,303,62,87
304,304,63,88
304,304,64,89
305,305,64,89
305,305,65,90
305,305,66,91
306,306,66,91
306,306,67,92
306,306,68,93
307,307,69,94
307,307,69,94
307,307,70,95
308,308,71,96
308,308,72,97
308,308,72,97
309,309,73,98
309,309,74,99
309,309,74,99
310,310,75,100
310,310,76,101
310,310,77,102
311,311,77,102
311,311,78,103
311,311,79,104
311,311,79,104
312,312,80,105
312,312,81,106
312,312,82,107
313,313,82,107
313,313,83,108
313,313,84,109
313,313,84,109
314,314,85,110
314,314,86,111
314,314,87,112
314,314,87,112
314,314,88,113
315,315,89,114
315,315,90,115
315,315,90,115
315,315,91,116
316,316,92,117
316,316,92,117
316,316,93,118
316,316,94,119
316,316,95,120
317,317,95,120
317,317,96,121
317,317,97,122
317,317,97,122
317,317,98,123
317,317,99,124
317,317,100,125
318,318,100,125
318,318,101,126
318,318,102,127
318,318,102,127
318,318,103,128
318,318,104,129
318,318,105,130
318,318,105,130
319,319,106,131
319,319,107,132
319,319,108,133
319,319,108,133
319,319,109,134
319,319,110,135
319,319,110,135
319,319,111,136
319,319,112,137
319,319,113,138
319,319,113,138
319,319,114,139
319,319,115,140
319,319,115,140
319,319,116,141
319,319,117,142
319,319,118,143
319,319,118,143
319,319,119,144
319,319,120,145
319,319,120,145
319,319,121,146
319,319,122,147
319,319,123,148
319,319,123,148
319,319,124,149
319,319,125,150
319,319,126,151
319,319,126,151
319,319,127,152
319,319,128,153
319,319,128,153
319,319,129,154
319,319,130,155
319,319,131,156
319,319,131,156
319,319,132,157
319,319,133,158
319,319,133,158
318,318,134,159
318,318,135,160
318,318,136,161
318,318,136,161
318,318,137,162
318,318,138,163
318,318,138,163
318,318,139,164
317,317,140,165
317,317,141,166
317,317,141,166
317,317,142,167
317,317,143,168
317,317,144,169
316,316,144,169
316,316,145,170
316,316,146,171
316,316,146,171
316,316,147,172
315,315,148,173
315,315,149,174
315,315,149,174
315,315,150,175
315,315,151,176
314,314,151,176
314,314,152,177
314,314,153,178
314,314,154,179
313,313,154,179
313,313,155,180
313,313,156,181
313,313,156,181
312,312,157,182
312,312,158,183
312,312,159,184
312,312,159,184
311,311,160,185
311,311,161,186
311,311,162,187
310,310,162,187
310,310,163,188
310,310,164,189
309,309,164,189
309,309,165,190
309,309,166,191
308,308,167,192
308,308,167,192
308,308,168,193
307,307,169,194
307,307,169,194
307,307,170,195
306,306,171,196
306,306,172,197
306,306,172,197
305,305,173,198
305,305,174,199
305,305,174,199
304,304,175,200
304,304,176,201
303,303,177,202
303,303,177,202
303,303,178,203
302,302,179,204
302,302,180,205
302,302,180,205
301,301,181,206
301,301,182,207
300,300,182,207
300,300,183,208
299,299,184,209
299,299,185,210
299,299,185,210
298,298,186,211
298,298,187,212
297,297,187,212
297,297,188,213
296,296,189,214
296,296,190,215
296,296,190,215
295,295,191,216
295,295,192,217
294,294,192,217
294,294,193,218
293,293,194,219
293,293,195,220
292,292,195,220
292,292,196,221
291,291,197,222
291,291,198,223
290,290,198,223
290,290,199,224
289,289,200,225
289,289,200,225
288,288,201,226
288,288,202,227
287,287,203,228
287,287,203,228
286,286,204,229
286,286,205,230
285,285,205,230
285,285,206,231
284,284,207,232
284,284,208,233
283,283,208,233
283,283,209,234
282,282,210,235
282,282,210,235
281,281,211,236
281,281,212,237
280,280,213,238
280,280,213,238
279,279,214,239
279,279,215,240
278,278,216,241
278,278,216,241
277,277,217,242
276,276,218,243
276,276,218,243
275,275,219,244
275,275,220,245
274,274,221,246
274,274,221,246
273,273,222,247
273,273,223,248
272,272,223,248
271,271,224,249
271,271,225,250
270,270,226,251
270,270,226,251
269,269,227,252
269,269,228,253
268,268,228,253
268,268,229,254
267,267,230,255
266,266,231,256
266,266,231,256
265,265,232,257
265,265,233,258
264,264,234,259
264,264,234,259
263,263,235,260
263,263,236,261
262,262,236,261
261,261,237,262
261,261,238,263
260,260,239,264
260,260,239,264
259,259,240,265
259,259,241,266
258,258,241,266
257,257,242,267
257,257,243,268
256,256,244,269
256,256,244,269
255,255,245,270
255,255,246,271
254,254,246,271
253,253,247,272
253,253,248,273
252,252,249,274
252,252,249,274
251,251,250,275
251,251,251,276
250,250,252,277
250,250,252,277
249,249,253,278
248,248,254,279
248,248,254,279
247,247,255,280
247,247,256,281
246,246,257,282
246,246,257,282
245,245,258,283
245,245,259,284
244,244,259,284
243,243,260,285
243,243,261,286
242,242,262,287
242,242,262,287
241,241,263,288
241,241,264,289
240,240,264,289
240,240,265,290
239,239,266,291
239,239,267,292
238,238,267,292
238,238,268,293
237,237,269,294
237,237,270,295
236,236,270,295
235,235,271,296
235,235,272,297
234,234,272,297
234,234,273,298
233,233,274,299
233,233,275,300
232,232,275,300
232,232,276,301
231,231,277,302
231,231,277,302
230,230,278,303
230,230,279,304
229,229,280,305
229,229,280,305
228,228,281,306
228,228,282,307
228,228,282,307
227,227,283,308
227,227,284,309
226,226,285,310
226,226,285,310
225,225,286,311
225,225,287,312
224,224,288,313
224,224,288,313
223,223,289,314
223,223,290,315
222,222,290,315
222,222,291,316
222,222,292,317
221,221,293,318
221,221,293,318
220,220,294,319
220,220,295,320
219,219,295,320
219,219,296,321
219,219,297,322
218,218,298,323
218,218,298,323
217,217,299,324
217,217,300,325
217,217,300,325
216,216,301,326
216,216,302,327
215,215,303,328
215,215,303,328
215,215,304,329
214,214,305,330
214,214,306,331
214,214,306,331
213,213,307,332
213,213,308,333
212,212,308,333
212,212,309,334
212,212,310,335
211,211,311,336
211,211,311,336
211,211,312,337
210,210,313,338
210,210,313,338
210,210,314,339
209,209,315,340
209,209,316,341
209,209,316,341
209,209,317,342
208,208,318,343
208,208,318,343
208,208,319,344
207,207,320,345
207,207,321,346
207,207,321,346
207,207,322,347
206,206,323,348
206,206,324,349
206,206,324,349
206,206,325,350
205,205,326,351
205,205,326,351
205,205,327,352
205,205,328,353
204,204,329,354
204,204,329,354
204,204,330,355
204,204,331,356
204,204,331,356
203,203,332,357
203,203,333,358
203,203,334,359
203,203,334,359
203,203,335,0
202,202,336,1
202,202,336,1
202,202,337,2
202,202,338,3
202,202,339,4
202,202,339,4
201,201,340,5
201,201,341,6
201,201,342,7
201,201,342,7
201,201,343,8
201,201,344,9
201,201,344,9
201,201,345,10
200,200,346,11
200,200,347,12
200,200,347,12
200,200,348,13
200,200,349,14
200,200,349,14
200,200,350,15
200,200,351,16
200,200,352,17
200,200,352,17
200,200,353,18
200,200,354,19
200,200,354,19
200,200,355,20
200,200,356,21
200,200,357,22
200,200,357,22
200,200,358,23
200,200,359,24
200,200,0,25
200,200,0,25
200,200,1,26
200,200,2,27
200,200,2,27
200,200,3,28
200,200,4,29
200,200,5,30
200,200,5,30
200,200,6,31
200,200,7,32
200,200,7,32
200,200,8,33
200,200,9,34
200,200,10,35
200,200,10,35
200,200,11,36
200,200,12,37
200,200,12,37
200,200,13,38
201,201,14,39
201,201,15,40
201,201,15,40
201,201,16,41
201,201,17,42
201,201,18,43
201,201,18,43
201,201,19,44
202,202,20,45
202,202,20,45
202,202,21,46
202,202,22,47
202,202,23,48
202,202,23,48
203,203,24,49
203,203,25,50
203,203,25,50
203,203,26,51
203,203,27,52
204,204,28,53
204,204,28,53
204,204,29,54
204,204,30,55
204,204,30,55
205,205,31,56
205,205,32,57
205,205,33,58
205,205,33,58
206,206,34,59
206,206,35,60
206,206,36,61
206,206,36,61
207,207,37,62
207,207,38,63
207,207,38,63
207,207,39,64
208,208,40,65
208,208,41,66
208,208,41,66
209,209,42,67
209,209,43,68
209,209,43,68
209,209,44,69
210,210,45,70
210,210,46,71
210,210,46,71
211,211,47,72
211,211,48,73
211,211,48,73
212,212,49,74
212,212,50,75
212,212,51,76
213,213,51,76
213,213,52,77
214,214,53,78
214,214,54,79
214,214,54,79
215,215,55,80
215,215,56,81
215,215,56,81
216,216,57,82
216,216,58,83
217,217,59,84
217,217,59,84
217,217,60,85
218,218,61,86
218,218,61,86
219,219,62,87
219,219,63,88
219,219,64,89
220,220,64,89
220,220,65,90
221,221,66,91
221,221,66,91
222,222,67,92
222,222,68,93
222,222,69,94
223,223,69,94
223,223,70,95
224,224,71,96
224,224,72,97
225,225,72,97
225,225,73,98
226,226,74,99
226,226,74,99
227,227,75,100
227,227,76,101
228,228,77,102
228,228,77,102
228,228,78,103
229,229,79,104
229,229,79,104
230,230,80,105
230,230,81,106
231,231,82,107
231,231,82,107
232,232,83,108
232,232,84,109
233,233,84,109
233,233,85,110
234,234,86,111
234,234,87,112
235,235,87,112
235,235,88,113
236,236,89,114
237,237,90,115
237,237,90,115
238,238,91,116
238,238,92,117
239,239,92,117
239,239,93,118
240,240,94,119
240,240,95,120
241,241,95,120
241,241,96,121
242,242,97,122
242,242,97,122
243,243,98,123
243,243,99,124
244,244,100,125
245,245,100,125
245,245,101,126
246,246,102,127
246,246,102,127
247,247,103,128
247,247,104,129
248,248,105,130
248,248,105,130
249,249,106,131
250,250,107,132
250,250,108,133
251,251,108,133
251,251,109,134
252,252,110,135
252,252,110,135
253,253,111,136
253,253,112,137
254,254,113,138
255,255,113,138
255,255,114,139
256,256,115,140
256,256,115,140
257,257,116,141
257,257,117,142
258,258,118,143
259,259,118,143
259,259,119,144
260,260,120,145
260,260,120,145
261,261,121,146
261,261,122,147
262,262,123,148
263,263,123,148
263,263,124,149
264,264,125,150
264,264,126,151
265,265,126,151
265,265,127,152
266,266,128,153
266,266,128,153
267,267,129,154
268,268,130,155
268,268,131,156
269,269,131,156
269,269,132,157
270,270,133,158
270,270,133,158
271,271,134,159
271,271,135,160
272,272,136,161
273,273,136,161
273,273,137,162
274,274,138,163
274,274,138,163
275,275,139,164
275,275,140,165
276,276,141,166
276,276,141,166
277,277,142,167
278,278,143,168
278,278,144,169
279,279,144,169
279,279,145,170
280,280,146,171
280,280,146,171
281,281,147,172
281,281,148,173
282,282,149,174
282,282,149,174
283,283,150,175
283,283,151,176
284,284,151,176
284,284,152,177
285,285,153,178
285,285,154,179
286,286,154,179
286,286,155,180
287,287,156,181
287,287,156,181
288,288,157,182
288,288,158,183
289,289,159,184
289,289,159,184
290,290,160,185
290,290,161,186
291,291,162,187
291,291,162,187
292,292,163,188
292,292,164,189
293,293,164,189
293,293,165,190
294,294,166,191
294,294,167,192
295,295,167,192
295,295,168,193
296,296,169,194
296,296,169,194
296,296,170,195
297,297,171,196
297,297,172,197
298,298,172,197
298,298,173,198
299,299,174,199
299,299,174,199
299,299,175,200
300,300,176,201
300,300,177,202
301,301,177,202
301,301,178,203
302,302,179,204
302,302,180,205
302,302,180,205
303,303,181,206
303,303,182,207
303,303,182,207
304,304,183,208
304,304,184,209
305,305,185,210
305,305,185,210
305,305,186,211
306,306,187,212
306,306,187,212
306,306,188,213
307,307,189,214
307,307,190,215
307,307,190,215
308,308,191,216
308,308,192,217
308,308,192,217
309,309,193,218
309,309,194,219
309,309,195,220
310,310,195,220
310,310,196,221
310,310,197,222
311,311,198,223
311,311,198,223
311,311,199,224
312,312,200,225
312,312,200,225
312,312,201,226
312,312,202,227
313,313,203,228
313,313,203,228
313,313,204,229
313,313,205,230
314,314,205,230
314,314,206,231
314,314,207,232
314,314,208,233
315,315,208,233
315,315,209,234
315,315,210,235
315,315,210,235
315,315,211,236
316,316,212,237
316,316,213,238
316,316,213,238
316,316,214,239
316,316,215,240
317,317,216,241
317,317,216,241
317,317,217,242
317,317,218,243
317,317,218,243
317,317,219,244
318,318,220,245
318,318,221,246
318,318,221,246
318,318,222,247
318,318,223,248
318,318,223,248
318,318,224,249
318,318,225,250
319,319,226,251
319,319,226,251
319,319,227,252
319,319,228,253
319,319,228,253
319,319,229,254
319,319,230,255
319,319,231,256
319,319,231,256
319,319,232,257
319,319,233,258
319,319,234,259
319,319,234,259
319,319,235,260
319,319,236,261
319,319,236,261
319,319,237,262
319,319,238,263
319,319,239,264
319,319,239,264
319,319,240,265
319,319,241,266
319,319,241,266
319,319,242,267
319,319,243,268
319,319,244,269
319,319,244,269
319,319,245,270
319,319,246,271
319,319,246,271
319,319,247,272
319,319,248,273
319,319,249,274
319,319,249,274
319,319,250,275
319,319,251,276
319,319,252,277
319,319,252,277
319,319,253,278
318,318,254,279
318,318,254,279
318,318,255,280
318,318,256,281
318,318,257,282
318,318,257,282
318,318,258,283
318,318,259,284
317,317,259,284
317,317,260,285
317,317,261,286
317,317,262,287
317,317,262,287
317,317,263,288
317,317,264,289
316,316,264,289
316,316,265,290
316,316,266,291
316,316,267,292
316,316,267,292
315,315,268,293
315,315,269,294
315,315,270,295
315,315,270,295
314,314,271,296
314,314,272,297
314,314,272,297
314,314,273,298
314,314,274,299
313,313,275,300
313,313,275,300
313,313,276,301
313,313,277,302
312,312,277,302
312,312,278,303
312,312,279,304
311,311,280,305
311,311,280,305
311,311,281,306
311,311,282,307
310,310,282,307
310,310,283,308
310,310,284,309
309,309,285,310
309,309,285,310
309,309,286,311
308,308,287,312
308,308,288,313
308,308,288,313
307,307,289,314
307,307,290,315
307,307,290,315
306,306,291,316
306,306,292,317
306,306,293,318
305,305,293,318
305,305,294,319
305,305,295,320
304,304,295,320
304,304,296,321
303,303,297,322
303,303,298,323
303,303,298,323
302,302,299,324
302,302,300,325
301,301,300,325
301,301,301,326
301,301,302,327
300,300,303,328
300,300,303,328
299,299,304,329
299,299,305,330
298,298,306,331
298,298,306,331
298,298,307,332
297,297,308,333
297,297,308,333
296,296,309,334
296,296,310,335
295,295,311,336
295,295,311,336
294,294,312,337
294,294,313,338
294,294,313,338
293,293,314,339
293,293,315,340
292,292,316,341
292,292,316,341
291,291,317,342
291,291,318,343
290,290,318,343
290,290,319,344
289,289,320,345
289,289,321,346
288,288,321,346
288,288,322,347
287,287,323,348
287,287,324,349
286,286,324,349
286,286,325,350
285,285,326,351
285,285,326,351
284,284,327,352
284,284,328,353
283,283,329,354
283,283,329,354
282,282,330,355
282,282,331,356
281,281,331,356
281,281,332,357
280,280,333,358
279,279,334,359
279,279,334,359
278,278,335,0
278,278,336,1
277,277,336,1
277,277,337,2
276,276,338,3
276,276,339,4
275,275,339,4
275,275,340,5
274,274,341,6
274,274,342,7
273,273,342,7
272,272,343,8
272,272,344,9
271,271,344,9
271,271,345,10
270,270,346,11
270,270,347,12
269,269,347,12
269,269,348,13
268,268,349,14
267,267,349,14
267,267,350,15
266,266,351,16
266,266,352,17
265,265,352,17
265,265,353,18
264,264,354,19
263,263,354,19
263,263,355,20
262,262,356,21
262,262,357,22
261,261,357,22
261,261,358,23
260,260,359,24
260,260,0,25
259,259,0,25
258,258,1,26
258,258,2,27
257,257,2,27
257,257,3,28
256,256,4,29
256,256,5,30
255,255,5,30
254,254,6,31
254,254,7,32
253,253,7,32
253,253,8,33
252,252,9,34
252,252,10,35
251,251,10,35
250,250,11,36
250,250,12,37
249,249,12,37
249,249,13,38
248,248,14,39
248,248,15,40
247,247,15,40
247,247,16,41
246,246,17,42
245,245,18,43
245,245,18,43
244,244,19,44
244,244,20,45
243,243,20,45
243,243,21,46
242,242,22,47
242,242,23,48
241,241,23,48
241,241,24,49
240,240,25,50
240,240,25,50
239,239,26,51
238,238,27,52
238,238,28,53
237,237,28,53
237,237,29,54
236,236,30,55
236,236,30,55
235,235,31,56
235,235,32,57
234,234,33,58
234,234,33,58
233,233,34,59
233,233,35,60
232,232,36,61
232,232,36,61
231,231,37,62
231,231,38,63
230,230,38,63
230,230,39,64
229,229,40,65
229,229,41,66
228,228,41,66
228,228,42,67
227,227,43,68
227,227,43,68
226,226,44,69
226,226,45,70
225,225,46,71
225,225,46,71
225,225,47,72
224,224,48,73
224,224,48,73
223,223,49,74
223,223,50,75
222,222,51,76
222,222,51,76
221,221,52,77
221,221,53,78
221,221,54,79
220,220,54,79
220,220,55,80
219,219,56,81
219,219,56,81
218,218,57,82
218,218,58,83
218,218,59,84
217,217,59,84
217,217,60,85
216,216,61,86
216,216,61,86
216,216,62,87
215,215,63,88
215,215,64,89
214,214,64,89
214,214,65,90
