10.0,60.0,63.5,650.0,660.0,8.84,1.02,5000.0,4000.0,4000.0
10.2,60.3,63.8,651.3,661.3,10.77,0.44,4999.5,3999.6,3999.6
10.4,60.7,64.1,652.5,662.5,9.10,1.53,4999.0,3999.2,3999.2
10.6,61.0,64.5,653.8,663.8,9.52,0.14,4998.5,3998.8,3998.8
10.8,61.3,64.8,655.0,665.0,4.84,4.75,4998.0,3998.4,3998.4
10.9,61.6,65.1,656.3,666.3,1.92,7.49,4997.5,3998.0,3998.0
11.1,62.0,65.5,657.5,667.5,10.74,9.23,4997.0,3997.6,3997.6
11.3,62.3,65.8,658.8,668.8,2.54,7.00,4996.5,3997.2,3997.2
11.5,62.6,66.1,660.0,670.0,5.99,1.39,4996.0,3996.8,3996.8
11.7,63.0,66.4,661.3,671.3,10.39,9.64,4995.5,3996.4,3996.4
11.9,63.3,66.8,662.6,672.5,4.67,9.79,4995.0,3996.0,3996.0
12.1,63.6,67.1,663.8,673.8,9.32,8.81,4994.5,3995.6,3995.6
12.3,63.9,67.4,665.1,675.0,8.71,1.18,4994.0,3995.2,3995.2
12.4,64.3,67.7,666.3,676.3,9.59,11.30,4993.5,3994.8,3994.8
12.6,64.6,68.0,667.6,677.5,1.22,2.07,4993.0,3994.4,3994.4
12.8,64.9,68.4,668.8,678.7,2.04,1.71,4992.5,3994.0,3994.0
13.0,65.3,68.7,670.1,680.0,2.29,11.45,4992.0,3993.6,3993.6
13.2,65.6,69.0,671.3,681.2,1.81,6.83,4991.5,3993.2,3993.2
13.4,65.9,69.3,672.6,682.5,0.20,8.13,4991.0,3992.8,3992.8
13.6,66.2,69.6,673.8,683.7,4.46,4.70,4990.5,3992.4,3992.4
13.8,66.6,70.0,675.1,685.0,4.38,10.93,4990.0,3992.0,3992.0
13.9,66.9,70.3,676.3,686.2,11.14,6.10,4989.5,3991.6,3991.6
14.1,67.2,70.6,677.6,687.4,8.69,6.80,4989.0,3991.2,3991.2
14.3,67.5,70.9,678.8,688.7,6.05,4.04,4988.5,3990.8,3990.8
14.5,67.8,71.2,680.0,689.9,8.05,3.26,4988.0,3990.4,3990.4
14.7,68.2,71.5,681.3,691.1,8.24,2.83,4987.5,3990.0,3990.0
14.9,68.5,71.8,682.5,692.3,11.92,8.17,4987.0,3989.6,3989.6
15.1,68.8,72.1,683.8,693.6,7.15,0.70,4986.5,3989.2,3989.2
15.3,69.1,72.5,685.0,694.8,11.33,10.30,4986.0,3988.8,3988.8
15.4,69.4,72.8,686.2,696.0,7.75,11.73,4985.5,3988.4,3988.4
15.6,69.8,73.1,687.5,697.2,0.08,3.15,4985.0,3988.0,3988.0
15.8,70.1,73.4,688.7,698.5,8.05,4.79,4984.5,3987.6,3987.6
16.0,70.4,73.7,689.9,699.7,10.61,3.88,4984.0,3987.2,3987.2
16.2,70.7,74.0,691.2,700.9,7.45,1.51,4983.5,3986.8,3986.8
16.4,71.0,74.3,692.4,702.1,10.21,5.95,4983.0,3986.4,3986.4
16.5,71.3,74.6,693.6,703.3,0.78,5.73,4982.5,3986.0,3986.0
16.7,71.6,74.9,694.9,704.5,9.00,1.09,4982.0,3985.6,3985.6
16.9,72.0,75.2,696.1,705.7,10.00,5.09,4981.5,3985.2,3985.2
17.1,72.3,75.5,697.3,707.0,11.34,6.28,4981.0,3984.8,3984.8
17.3,72.6,75.8,698.5,708.2,11.95,8.57,4980.5,3984.4,3984.4
17.5,72.9,76.1,699.7,709.4,0.64,10.20,4980.0,3984.0,3984.0
17.6,73.2,76.4,701.0,710.6,8.25,2.03,4979.5,3983.6,3983.6
17.8,73.5,76.7,702.2,711.8,7.72,2.94,4979.0,3983.2,3983.2
18.0,73.8,76.9,703.4,712.9,1.50,11.66,4978.5,3982.8,3982.8
18.2,74.1,77.2,704.6,714.1,2.92,7.38,4978.0,3982.4,3982.4
18.4,74.4,77.5,705.8,715.3,4.29,10.06,4977.5,3982.0,3982.0
18.6,74.7,77.8,707.0,716.5,6.84,10.99,4977.0,3981.6,3981.6
18.7,75.0,78.1,708.2,717.7,9.90,2.93,4976.5,3981.2,3981.2
18.9,75.3,78.4,709.4,718.9,10.57,7.06,4976.0,3980.8,3980.8
19.1,75.6,78.6,710.6,720.1,8.80,8.74,4975.5,3980.4,3980.4
19.3,75.9,78.9,711.8,721.2,5.34,9.60,4975.0,3980.0,3980.0
19.4,76.2,79.2,713.0,722.4,10.27,1.46,4974.5,3979.6,3979.6
19.6,76.5,79.5,714.2,723.6,4.73,6.45,4974.0,3979.2,3979.2
19.8,76.8,79.7,715.4,724.7,5.32,1.10,4973.5,3978.8,3978.8
20.0,77.1,80.0,716.6,725.9,4.33,8.78,4973.0,3978.4,3978.4
20.2,77.3,80.3,717.7,727.1,1.44,1.37,4972.5,3978.0,3978.0
20.3,77.6,80.6,718.9,728.2,5.49,0.38,4972.0,3977.6,3977.6
20.5,77.9,80.8,720.1,729.4,5.14,10.95,4971.5,3977.2,3977.2
20.7,78.2,81.1,721.3,730.5,1.50,3.59,4971.0,3976.8,3976.8
20.9,78.5,81.4,722.5,731.7,2.32,10.94,4970.5,3976.4,3976.4
21.0,78.8,81.6,723.6,732.8,5.30,5.18,4970.0,3976.0,3976.0
21.2,79.0,81.9,724.8,734.0,4.25,0.37,4969.5,3975.6,3975.6
21.4,79.3,82.1,726.0,735.1,5.40,1.13,4969.0,3975.2,3975.2
21.6,79.6,82.4,727.1,736.2,8.30,0.15,4968.5,3974.8,3974.8
21.7,79.9,82.6,728.3,737.4,10.86,8.07,4968.0,3974.4,3974.4
21.9,80.1,82.9,729.4,738.5,11.49,9.01,4967.5,3974.0,3974.0
22.1,80.4,83.1,730.6,739.6,7.63,0.14,4967.0,3973.6,3973.6
22.3,80.7,83.4,731.7,740.8,3.91,5.77,4966.5,3973.2,3973.2
22.4,80.9,83.6,732.9,741.9,8.83,9.93,4966.0,3972.8,3972.8
22.6,81.2,83.9,734.0,743.0,6.14,0.17,4965.5,3972.4,3972.4
22.8,81.5,84.1,735.2,744.1,8.33,8.24,4965.0,3972.0,3972.0
22.9,81.7,84.3,736.3,745.2,10.04,2.86,4964.5,3971.6,3971.6
23.1,82.0,84.6,737.4,746.3,7.92,2.36,4964.0,3971.2,3971.2
23.3,82.2,84.8,738.6,747.4,4.95,5.15,4963.5,3970.8,3970.8
23.5,82.5,85.0,739.7,748.5,4.12,7.89,4963.0,3970.4,3970.4
23.6,82.7,85.3,740.8,749.6,2.14,4.15,4962.5,3970.0,3970.0
23.8,83.0,85.5,741.9,750.7,0.53,4.68,4962.0,3969.6,3969.6
24.0,83.2,85.7,743.0,751.8,7.20,4.08,4961.5,3969.2,3969.2
24.1,83.5,85.9,744.1,752.8,11.41,1.49,4961.0,3968.8,3968.8
24.3,83.7,86.2,745.2,753.9,8.55,4.36,4960.5,3968.4,3968.4
24.5,84.0,86.4,746.4,755.0,4.19,11.57,4960.0,3968.0,3968.0
24.6,84.2,86.6,747.5,756.1,7.03,2.65,4959.5,3967.6,3967.6
24.8,84.4,86.8,748.5,757.1,2.76,10.90,4959.0,3967.2,3967.2
24.9,84.7,87.0,749.6,758.2,10.42,10.43,4958.5,3966.8,3966.8
25.1,84.9,87.2,750.7,759.2,9.61,4.74,4958.0,3966.4,3966.4
25.3,85.1,87.4,751.8,760.3,0.95,9.81,4957.5,3966.0,3966.0
25.4,85.4,87.6,752.9,761.3,11.68,6.03,4957.0,3965.6,3965.6
25.6,85.6,87.8,754.0,762.4,9.72,3.28,4956.5,3965.2,3965.2
25.8,85.8,88.0,755.0,763.4,0.15,0.44,4956.0,3964.8,3964.8
25.9,86.0,88.2,756.1,764.4,8.76,10.64,4955.5,3964.4,3964.4
26.1,86.3,88.4,757.2,765.5,1.99,1.55,4955.0,3964.0,3964.0
26.2,86.5,88.6,758.2,766.5,5.78,1.53,4954.5,3963.6,3963.6
26.4,86.7,88.8,759.3,767.5,8.00,0.56,4954.0,3963.2,3963.2
26.5,86.9,89.0,760.3,768.5,0.29,10.49,4953.5,3962.8,3962.8
26.7,87.1,89.2,761.4,769.5,5.11,10.42,4953.0,3962.4,3962.4
26.9,87.3,89.4,762.4,770.5,6.14,5.72,4952.5,3962.0,3962.0
27.0,87.5,89.5,763.5,771.5,6.55,10.89,4952.0,3961.6,3961.6
27.2,87.7,89.7,764.5,772.5,8.33,11.86,4951.5,3961.2,3961.2
27.3,87.9,89.9,765.5,773.5,10.00,0.91,4951.0,3960.8,3960.8
27.5,88.1,90.1,766.5,774.5,10.83,10.78,4950.5,3960.4,3960.4
27.6,88.3,90.2,767.6,775.5,5.36,3.13,4950.0,3960.0,3960.0
27.8,88.5,90.4,768.6,776.5,1.00,10.92,4949.5,3959.6,3959.6
27.9,88.7,90.6,769.6,777.4,8.63,8.16,4949.0,3959.2,3959.2
28.1,88.9,90.7,770.6,778.4,2.55,2.35,4948.5,3958.8,3958.8
28.2,89.1,90.9,771.6,779.4,11.90,5.28,4948.0,3958.4,3958.4
28.4,89.3,91.0,772.6,780.3,0.19,11.16,4947.5,3958.0,3958.0
28.5,89.4,91.2,773.6,781.3,3.81,7.65,4947.0,3957.6,3957.6
28.7,89.6,91.3,774.6,782.2,4.00,1.54,4946.5,3957.2,3957.2
28.8,89.8,91.5,775.5,783.2,6.00,4.69,4946.0,3956.8,3956.8
29.0,90.0,91.6,776.5,784.1,10.63,1.98,4945.5,3956.4,3956.4
29.1,90.1,91.8,777.5,785.0,11.01,3.76,4945.0,3956.0,3956.0
29.3,90.3,91.9,778.5,786.0,6.09,6.32,4944.5,3955.6,3955.6
29.4,90.5,92.0,779.4,786.9,5.56,2.14,4944.0,3955.2,3955.2
29.6,90.6,92.2,780.4,787.8,6.00,4.34,4943.5,3954.8,3954.8
29.7,90.8,92.3,781.3,788.7,3.88,9.39,4943.0,3954.4,3954.4
29.8,90.9,92.4,782.3,789.6,3.48,7.17,4942.5,3954.0,3954.0
30.0,91.1,92.5,783.2,790.5,8.24,9.39,4942.0,3953.6,3953.6
30.1,91.2,92.7,784.1,791.4,10.23,11.34,4941.5,3953.2,3953.2
30.3,91.4,92.8,785.1,792.3,3.77,3.26,4941.0,3952.8,3952.8
30.4,91.5,92.9,786.0,793.2,9.65,7.21,4940.5,3952.4,3952.4
30.5,91.7,93.0,786.9,794.0,0.68,2.83,4940.0,3952.0,3952.0
30.7,91.8,93.1,787.8,794.9,1.36,5.97,4939.5,3951.6,3951.6
30.8,91.9,93.2,788.7,795.8,9.57,8.98,4939.0,3951.2,3951.2
30.9,92.1,93.3,789.6,796.6,5.71,6.85,4938.5,3950.8,3950.8
31.1,92.2,93.4,790.5,797.5,4.35,7.33,4938.0,3950.4,3950.4
31.2,92.3,93.5,791.4,798.3,4.35,1.46,4937.5,3950.0,3950.0
31.3,92.5,93.6,792.3,799.2,1.63,5.94,4937.0,3949.6,3949.6
31.5,92.6,93.7,793.2,800.0,6.74,10.69,4936.5,3949.2,3949.2
31.6,92.7,93.8,794.1,800.8,6.04,10.46,4936.0,3948.8,3948.8
31.7,92.8,93.9,794.9,801.6,10.49,11.35,4935.5,3948.4,3948.4
