157,120,2128,1100,1628,2,7,321,182,20,10
157,120,2132,1100,1632,2,7,338,183,20,11
157,120,2136,1100,1636,2,7,355,183,20,11
158,120,2139,1100,1639,2,8,372,183,20,11
158,120,2143,1100,1643,2,8,389,183,20,11
158,120,2147,1100,1647,2,8,405,183,20,11
159,120,2150,1100,1650,3,8,422,184,20,11
159,120,2154,1100,1654,3,8,438,184,20,11
159,120,2158,1100,1658,3,8,454,184,20,11
160,120,2161,1100,1661,3,8,469,184,20,11
160,120,2165,1100,1665,3,8,485,184,20,11
160,120,2169,1100,1669,3,8,500,185,20,11
161,120,2172,1100,1672,3,8,515,185,20,11
161,120,2176,1100,1676,3,8,529,185,20,11
161,120,2180,1100,1680,3,8,544,185,20,11
162,120,2183,1100,1683,4,8,558,185,20,11
162,120,2187,1100,1687,4,8,572,186,20,11
162,120,2190,1100,1690,4,8,586,186,20,11
163,120,2194,1100,1694,4,8,599,186,20,11
163,120,2198,1100,1698,4,9,612,186,20,11
163,120,2201,1100,1701,4,9,625,186,20,11
164,120,2205,1100,1705,4,9,638,187,20,11
164,120,2208,1100,1708,4,9,650,187,20,11
164,120,2212,1100,1712,4,9,663,187,20,12
164,120,2215,1100,1715,4,9,674,187,20,12
165,120,2219,1100,1719,4,9,686,187,20,12
165,120,2223,1100,1723,5,9,698,188,20,12
165,120,2226,1100,1726,5,9,709,188,20,12
166,120,2230,1100,1730,5,9,720,188,20,12
166,120,2233,1100,1733,5,9,730,188,20,12
166,120,2237,1100,1737,5,9,741,188,20,12
167,120,2240,1100,1740,5,9,751,189,20,12
167,120,2244,1100,1744,5,9,761,189,20,12
167,120,2247,1100,1747,5,9,770,189,20,12
167,120,2251,1100,1751,5,9,780,189,20,12
168,120,2254,1100,1754,5,9,789,189,20,12
168,120,2257,1100,1757,5,9,798,189,20,12
168,120,2261,1100,1761,5,9,806,190,20,12
169,120,2264,1100,1764,5,9,815,190,20,12
169,120,2268,1100,1768,5,9,823,190,20,12
169,120,2271,1100,1771,5,9,831,190,20,12
170,120,2275,1100,1775,6,9,838,190,20,12
170,120,2278,1100,1778,6,9,846,191,20,12
170,120,2281,1100,1781,6,9,853,191,20,12
170,120,2285,1100,1785,6,9,860,191,20,12
171,120,2288,1100,1788,6,9,867,191,20,12
171,120,2292,1100,1792,6,9,873,191,20,12
171,120,2295,1100,1795,6,9,879,192,20,13
172,120,2298,1100,1798,6,9,885,192,20,13
172,120,2302,1100,1802,6,9,891,192,20,13
172,120,2305,1100,1805,6,9,897,192,20,13
172,120,2308,1100,1808,6,9,902,192,20,13
173,120,2312,1100,1812,6,10,907,192,20,13
173,120,2315,1100,1815,6,10,912,193,20,13
173,120,2318,1100,1818,6,10,917,193,20,13
173,120,2321,1100,1821,6,10,922,193,20,13
174,120,2325,1100,1825,6,10,926,193,20,13
174,120,2328,1100,1828,6,10,930,193,20,13
174,120,2331,1100,1831,6,10,934,194,20,13
175,120,2334,1100,1834,6,10,938,194,20,13
175,120,2338,1100,1838,6,10,942,194,20,13
